Demo_spol,Demo_starost,Demo_regija,D11,S2,Q0B4_r1,Q0B4_r2,Q0B4_r3,Q0B4_r4,Q0B3,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1a_11,Q1a_1_other,Q1a_2_other,Q1a_3_other,Q1a_4_other,Q1a_5_other,Q1a_6_other,Q1a_7_other,Q1a_8_other,Q1a_9_other,Q1a_10_other,Q2a_1,Q2a_2,Q2a_3,Q2a_4,Q2a_5,Q2a_6,Q2a_7,Q2a_8,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1b_9,Q1b_10,Q1b_11,Q1b_1_other,Q1b_2_other,Q1b_3_other,Q1b_4_other,Q1b_5_other,Q1b_6_other,Q1b_7_other,Q1b_8_other,Q1b_9_other,Q1b_10_other,Q2b_1,Q2b_2,Q2b_3,Q2b_4,Q2b_5,Q2b_6,PREFmobilni,PREFmobilni_8_other,PREFfix
1,47,8,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom Slovenije,Telemach,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom Slovenije,Telemach,T2, , , , , , ,1,1,1,1,0,0,2, ,1
2,18,12,8,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T2,Bob,Telekom,A1, , , , , , ,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,T2,A1, , , , , , , , ,1,1,1,1,1,0,4, ,4
2,68,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T-2,A1,Telemach,Telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T-2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,0,0,4, ,4
1,73,9,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,a1,telemach, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,a1,telemach, , , , , , ,1,1,1,1,1,0,2, ,2
1,70,8,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,Telemach,Hofer,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,1
2,64,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,T2,Telemach,Telekom,A1,Tuš Mobil,Izi,Total mobil, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,T2,A1,Telemah,Telekom,IZI mobil, , , , , ,1,1,0,0,1,0,4, ,4
2,55,8,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,Telemach,Hofer,A1, , , , , ,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,A1,Telemach,T2,Telekom,Hot, , , , , ,1,1,1,1,0,0,3, ,3
1,51,1,7,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,bob, , , , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telemach,t2, , , , , , , , ,1,1,1,1,1,0,5, ,3
1,59,5,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom Slovenije,T2,Telemach, , , , , , ,1,1,1,1,0,0,9, ,4
1,34,8,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,a1,telemah,telekom,t2,bob,hofer, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemah,t2,a1, , , , , , ,1,1,1,1,1,0,2, ,2
1,39,5,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,Bob,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,A1,t2,telekom, , , , , , ,1,1,1,1,1,0,3, ,3
2,74,11,9,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,telekom,a1,bob,hofer,t-2,tuš,mobiel,telemach,ne vem,ne vem,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,t-2,telekom,telemach,a1,hofer,mobitel,bob,ne vem,ne vem,ne vem,1,1,1,1,1,0,4, ,6
1,47,5,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,mobitel,telemah,a1,debitel, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemah,telekom,a1,t-2, , , , , , ,1,1,1,1,1,0,3, ,3
1,67,8,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,bob,spar,telemach,a1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,t2,mobitel, , , , , , ,1,1,1,1,1,0,9, ,6
2,44,12,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,Sparmobil,Izimobil,Bob,Hot,Telekom,Telemach,A1,T2, , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Telemach,Telekom,Amis,T2,A1,Hot, , , , ,1,1,1,1,1,0,5, ,3
1,74,8,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,hofer, , , , , , , , , ,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,t2, , , , , , , , , ,0,0,1,1,0,0,6, ,4
1,73,11,9,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,telemah,A1,T2,telekom,moby,izi,hot, , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,T2,A1,telekom, , , , , , , ,1,1,1,1,0,0,4, ,4
2,68,8,2,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,T2,Telekom,A1,Hofer,Izimobil, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,a1,telekom,telemach, , , , , , ,1,1,1,1,1,0,4, ,4
2,51,2,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemah,A1,Mobitel, , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemah,A1,Mobitel,Simobil, , , , , ,1,1,1,1,0,0,3, ,3
1,48,3,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,telemah, , , , , , , , , ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,t-2, , , , , , , , , ,0,0,0,1,0,0,3, ,4
1,55,8,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,T2,Telekom,A1,Hofer,Izimobil, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,a1,telekom,telemach, , , , , , ,1,1,1,1,0,0,4, ,4
2,31,2,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,telekom,telemach,bob,hot,izzi,a1, , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telekom,telemach, , , , , , , , ,1,1,1,1,1,0,6, ,6
1,57,8,9,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telemach,A1,T-2,Bob,HoT, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,34,4,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,Bob hot,T2, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,30,7,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Bob,Telekom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telekom, , , , , , ,1,1,1,1,1,0,2, ,4
1,27,2,5,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,Bob,Hot telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T-2, , , , , , ,1,1,1,1,0,0,2, ,2
1,28,12,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Hot,A1,Telekom,Bob, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,1,0,3, ,3
2,21,2,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,telemach,a1,simobil,bob, , , , , , ,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,telemach,t2, , , , , , , , ,1,1,1,1,0,0,2, ,2
2,35,8,4,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,Hofer,Spar,A1,Bob,Telemach,Telekom,T2, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,0,2, ,1
1,23,8,1,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,HoT,T-2,Telekom Slovenije, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,A1,T2,Telemach,Telekom Slovenije,Redo,Hofer Telekom, , , , ,1,1,1,1,0,0,6, ,3
2,35,2,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telemach,Telekom,A1,Bob,T2,Hofer, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,KRS Selnica,Telekom,A1,T2, , , , , ,1,1,1,1,0,0,3, ,7
2,39,9,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,A1,Telekom,T2,Hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,A1,T2,Telekom,Total TV, , , , , ,1,1,1,1,1,0,3, ,3
1,37,9,3,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,A1,Telemach,Telekom,Hofer,Izi,Spar,Bob, , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,T2,Telekom,Hot, , , , , ,1,1,1,1,1,0,2, ,2
2,32,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,Bob, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T-2, , , , , , ,1,1,1,1,1,0,1, ,3
2,19,4,2,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Hot,A1,Telekom,Telemac,Bob,Simobil, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Hot,A1,Telekom,Telemach,T2, , , , , ,1,1,1,1,1,0,6, ,1
1,30,8,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Telwmach, , , , , , , , , ,0,0,1,0,0,0,1, ,1
2,43,6,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telemach,T2,A1,Spar mobil,Hofer mobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,T2,A1, , , , , , ,1,1,1,1,1,0,4, ,4
2,37,2,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Hofer,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,Telemach, , , , , , , , ,1,1,1,0,1,0,6, ,3
1,42,6,3,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,Telekom,Telemach,A1,Hofer,Bob,Izi,T2, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,T2,A1, , , , , , ,1,1,1,1,1,0,1, ,1
1,30,2,3,2,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T-2,Redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,0,0,1,0,0,0,3, ,3
2,31,9,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,bob, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,T2,Telemach, , , , , , ,1,1,1,1,1,0,9, ,6
1,31,8,9,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Huawei,Apple,Samsung,Nokia, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,0,0,3, ,3
2,40,8,5,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telekom Slovenije,A1,T-2,Telemach,Hot, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T-2,Telekom Slovenije,Telemach,A1, , , , , , ,1,1,1,1,1,0,1, ,4
2,47,5,9,2,1,1,1,2,3,1,1,1,1,1,1,1,1,0,0,0,telemach,t2,a1,telekom,hofer,spar,bob,redo, , ,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telemach,t2,telekom,a1, , , , , , ,1,1,1,1,1,0,3, ,3
2,47,4,4,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Hot,Simobil, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,T2, , , , , , , ,1,1,1,1,0,0,6, ,2
2,68,8,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,Telemacj, , , , , , , , ,1,1,1,1,1,0,1, ,1
2,50,8,3,2,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,Izi mobil,Tuš Mobil,Mobitel,Spar Mobil,Hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,T2, , , , , , , , ,1,1,1,1,1,0,1, ,4
1,37,8,5,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,Telekom, , , , , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,0,0,1, ,1
2,48,1,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telmach,Mobitel,T2,Hofer,Bob, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telamach,A1,Telekom slovenije,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,71,9,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Hot,Telemach,Bob, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,Telekom, , , , , , , , ,1,1,1,1,1,0,6, ,3
1,40,8,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,A 1,telemach,hot,bob,izimobil,telekom, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,telemach,t2,telekom, , , , , , ,1,1,1,1,1,0,2, ,2
1,48,4,5,2,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,tečemach,a1,telekom, , , , , , , ,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,a1,siol,telemach, , , , , , , ,1,1,1,0,0,0,1, ,6
2,32,2,9,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Bob,Telemach,Telekom,T2,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,5, ,6
1,65,9,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,T2,A1,Telemach,Mobitel,Bob,Tuš mobil,Izi, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Mobitel, , , , , , ,1,1,1,1,1,0,2, ,2
2,34,2,9,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Telekom Slovenije,A1,Telemach,Bob,Spar mobil,Hofer mobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,A1,Telemach,T2, , , , , , ,1,1,1,1,1,0,1, ,1
2,38,12,4,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,A1,Telekom,Telemach,Hofer,Spar,Izi,Bob, , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Telemach, , , , , , , ,1,1,1,1,1,0,1, ,1
1,43,3,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,Hotmobil, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,5
2,42,8,9,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,T2,Telemach, , , , , , , ,1,1,1,1,1,0,9, ,4
1,29,1,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,1, ,1
1,21,1,1,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,T2,A1,Bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,1
2,40,11,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Tušmobil,T2, , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,0,0,2, ,6
1,19,12,8,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Hofer,T2,Telekom,Telemah,A1, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,T2,Telekom,A1, , , , , , , ,1,1,1,1,1,0,1, ,1
1,68,9,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telecom,T2,Total tv,Telemach, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telecom,T2,Total tv, , , , , , ,1,1,1,1,1,0,2, ,2
2,41,2,3,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,Bob,A1,Telekom slovenija, , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,Hot, , , , , , , , ,1,1,1,1,1,0,1, ,1
1,25,8,1,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Bob,Hot,Telemach,Spar mobil, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,T2,Telemach, , , , , , ,1,1,1,1,0,0,5, ,4
1,34,1,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Bob,Telemach,A1,T-2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom slovenije,Neo, , , , , , ,1,1,1,1,1,0,3, ,1
1,28,8,4,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,A1,T2,Telekom,Telemach,Bob,Hot,Sparmobil, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,T2,A1, , , , , , ,1,1,1,1,1,0,1, ,1
1,45,8,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,A1,Tuš,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,T2, , , , , , , ,1,1,1,1,1,0,5, ,1
1,38,8,2,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,a1,telemach, , , , , , , , ,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,telemach, , , , , , , , , ,0,0,1,0,0,0,5, ,2
2,28,9,5,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,T2,Bob, , , , , , , , ,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,T2, , , , , , , , , ,0,0,0,1,0,0,5, ,4
2,39,1,6,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telekom, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,46,8,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,T2,Bob,Telemach,A1,Telekom, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telekom, , , , , , ,1,1,1,1,0,0,2, ,3
1,38,9,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemah,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,Telesat,A1, , , , , , ,1,1,1,1,0,0,9, ,6
2,66,1,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T2,Hoferjev, , , , , ,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,T2,Telekom, , , , , , ,1,1,1,1,1,0,3, ,3
2,37,8,9,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Bob,Telemach,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,Telemach, , , , , , , , ,1,0,1,0,0,0,5, ,6
1,38,8,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,a1,telemach, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,t2,telemach,a1,telekom, , , , , , ,1,1,1,1,1,0,2, ,4
1,28,8,9,2,1,1,1,2,3,1,1,1,1,1,1,0,0,0,0,0,telekom,telemach,a1,t2,simobil,tusmobil, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,a1,t2, , , , , , ,1,1,1,1,1,0,1, ,1
2,23,9,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,bob,Hot,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,0,0,5, ,6
2,43,1,8,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,T2,N1, , , , , , , , ,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,N1,T2, , , , , , , , ,1,0,0,1,0,0,2, ,2
1,40,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,1,0,2, ,2
2,34,12,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,T2,A1,Telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,T2,A1, , , , , , , ,1,1,1,1,0,0,1, ,1
2,45,7,9,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,telemach,telekom,A1, , , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,telekom,A1,telemach, , , , , , ,1,1,1,1,0,0,2, ,1
1,43,1,3,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,0,0,1,0,0,0,3, ,3
2,29,2,1,2,1,2,1,2,3,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,Hofer,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telekom,A1, , , , , , , , ,1,1,1,1,0,0,1, ,1
1,26,8,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Hofer,Telemach,T2,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,T2,Telemach,TotalTV, , , , , ,1,1,1,1,1,0,5, ,2
1,35,2,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom slovenija,T-2,A1,Telemach, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,T-2,A1,Telekom Slovenije,Total TV, , , , , ,1,1,1,1,1,0,3, ,3
1,37,2,5,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,telekom,t2,bob,telemah,a1,hofer, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,t2,a1,telemah, , , , , , ,1,1,1,1,1,0,1, ,1
1,33,7,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,Bob,Hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telemach,Total tv,A1,Telekom,Lastovka, , , , , ,1,1,1,1,1,0,1, ,6
2,41,3,3,2,2,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,bob,telekom,simobil,hofermobil,redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,A1,telekom,telemach, , , , , , , ,1,1,1,1,0,0,7, ,6
1,23,7,7,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telekom slo, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telecom, , , , , , , ,1,1,1,1,0,0,2, ,2
2,63,2,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,0,0,1,0,0,0,3, ,3
1,45,9,5,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,T2,A1,Telemach,Telekom,Bob,Hot, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telemach,A1,Telekom, , , , , , ,1,1,1,1,1,0,6, ,2
